total_pages:3560	date_start:2009-01-13T17:10:00	date_end:2009-01-14T15:41:00	min_page_count:5	min_ip_count:0	min_ref_count:0

#######################################################
412	/error_pages/error_403.html
1	69.245.75.57	c-69-245-75-57.hsd1.mi.comcast.net.
1	32.179.11.202	
1	98.244.115.184	
1	66.235.124.18	
1	66.235.124.31	
1	24.71.134.7	
1	208.80.194.45	
1	96.33.82.61	
1	70.244.154.86	
1	222.66.47.115	
1	208.80.194.41	
1	131.128.105.11	
1	161.5.131.43	
1	216.94.9.21	h216.94.9.21.rev.fatbanana.ca.
1	196.3.183.72	
1	217.93.28.46	
#######################################################
46	/carocoops_website/index.php
8	76.26.216.6	c-76-26-216-6.hsd1.sc.comcast.net.
7	193.138.173.7	3(NXDOMAIN)
5	208.111.154.16	crawl2.nat.svl.searchme.com.
3	24.106.214.146	
2	92.48.193.55	3(NXDOMAIN)
2	68.58.226.169	
2	72.196.248.162	
2	138.162.128.55	
2	74.220.55.98	
1	78.137.163.133	
1	208.111.154.248	3(NXDOMAIN)
1	69.242.196.170	
1	69.245.75.57	c-69-245-75-57.hsd1.mi.comcast.net.
1	32.179.11.202	
1	98.244.115.184	
1	66.235.124.18	
1	66.235.124.31	
1	208.111.154.15	
1	96.33.82.61	
1	70.244.154.86	
1	222.66.47.115	
1	12.238.161.226	
#######################################################
31	/carocoops_website/buoy_detail.php?buoy=buoy4
26	198.206.40.43	chs-w-ws5a.wchs.noaa.gov.
4	148.114.26.52	sw1.ndbc.noaa.gov.
1	24.199.254.130	
#######################################################
30	/carocoops_website/guestbook.php
12	91.121.21.190	ns39350.ovh.net.
7	193.138.173.7	3(NXDOMAIN)
3	87.118.118.133	ns.km31301.keymachine.de.
2	92.48.193.55	3(NXDOMAIN)
1	98.201.134.197	
1	70.246.31.130	
1	203.82.52.210	
1	70.244.154.86	
1	222.66.47.115	
1	79.140.166.45	
#######################################################
28	/carocoops_website/jpgraph_cache/EN/buoy4/graph/1_day_wind.png
2	97.66.186.57	
1	68.59.27.190	
1	65.188.59.143	
1	65.111.137.131	
1	74.243.234.190	
1	74.243.227.217	
1	74.243.239.227	
1	74.182.101.93	
1	64.203.243.130	
1	71.204.247.119	
1	68.58.169.160	
1	71.204.243.194	
1	76.69.146.22	
1	75.21.81.185	
1	137.4.186.6	
1	70.171.25.137	
1	64.20.22.185	
1	205.255.240.10	
1	174.154.99.167	
1	129.81.25.152	
1	87.3.131.140	
1	69.242.207.206	
1	71.204.239.238	
1	169.150.128.50	
1	128.23.219.239	
1	152.121.17.36	
1	64.255.180.57	
#######################################################
27	/carocoops_website/images/EN/buoy4/graphic/temperature_sky.png
2	65.242.33.110	3(NXDOMAIN)
1	66.57.180.36	aolclient-66-57-180-36.aol.sc.res.rr.com.
1	167.7.12.164	3(NXDOMAIN)
1	198.151.13.15	
1	76.120.164.68	c-76-120-164-68.hsd1.pa.comcast.net.
1	66.56.129.158	cpe-066-056-129-158.sc.res.rr.com.
1	65.5.222.54	adsl-065-005-222-054.sip.chs.bellsouth.net.
1	68.58.238.55	c-68-58-238-55.hsd1.sc.comcast.net.
1	76.26.211.54	c-76-26-211-54.hsd1.sc.comcast.net.
1	98.25.182.167	cpe-098-025-182-167.sc.res.rr.com.
1	67.209.8.100	
1	71.204.243.206	c-71-204-243-206.hsd1.sc.comcast.net.
1	76.23.107.190	c-76-23-107-190.hsd1.sc.comcast.net.
1	68.58.179.186	c-68-58-179-186.hsd1.sc.comcast.net.
1	68.200.63.179	179-63.200-68.tampabay.res.rr.com.
1	66.83.225.50	mail.banksconstruction.com.
1	170.135.241.46	3(NXDOMAIN)
1	76.26.204.238	c-76-26-204-238.hsd1.sc.comcast.net.
1	72.156.198.128	adsl-072-156-198-128.sip.chs.bellsouth.net.
1	148.114.26.52	sw1.ndbc.noaa.gov.
1	65.15.111.7	adsl-065-015-111-007.sip.chs.bellsouth.net.
1	199.26.15.9	3(NXDOMAIN)
1	70.62.68.233	rrcs-70-62-68-233.midsouth.biz.rr.com.
1	198.82.7.138	nc652078a.cns.vt.edu.
1	70.63.204.242	
1	12.186.80.1	fw-80-1.isd.state.in.us.
#######################################################
27	/carocoops_website/images/EN/buoy4/graphic/current_surf_knots.png
2	65.242.33.110	3(NXDOMAIN)
1	66.57.180.36	aolclient-66-57-180-36.aol.sc.res.rr.com.
1	167.7.12.164	3(NXDOMAIN)
1	198.151.13.15	
1	76.120.164.68	c-76-120-164-68.hsd1.pa.comcast.net.
1	66.56.129.158	cpe-066-056-129-158.sc.res.rr.com.
1	65.5.222.54	adsl-065-005-222-054.sip.chs.bellsouth.net.
1	68.58.238.55	c-68-58-238-55.hsd1.sc.comcast.net.
1	76.26.211.54	c-76-26-211-54.hsd1.sc.comcast.net.
1	98.25.182.167	cpe-098-025-182-167.sc.res.rr.com.
1	67.209.8.100	
1	71.204.243.206	c-71-204-243-206.hsd1.sc.comcast.net.
1	76.23.107.190	c-76-23-107-190.hsd1.sc.comcast.net.
1	68.58.179.186	c-68-58-179-186.hsd1.sc.comcast.net.
1	68.200.63.179	179-63.200-68.tampabay.res.rr.com.
1	66.83.225.50	mail.banksconstruction.com.
1	170.135.241.46	3(NXDOMAIN)
1	76.26.204.238	c-76-26-204-238.hsd1.sc.comcast.net.
1	72.156.198.128	adsl-072-156-198-128.sip.chs.bellsouth.net.
1	148.114.26.52	sw1.ndbc.noaa.gov.
1	65.15.111.7	adsl-065-015-111-007.sip.chs.bellsouth.net.
1	199.26.15.9	3(NXDOMAIN)
1	70.62.68.233	rrcs-70-62-68-233.midsouth.biz.rr.com.
1	198.82.7.138	nc652078a.cns.vt.edu.
1	70.63.204.242	
1	12.186.80.1	fw-80-1.isd.state.in.us.
#######################################################
26	/carocoops_website/guestbook_invalid.htm
12	91.121.21.190	ns39350.ovh.net.
7	193.138.173.7	3(NXDOMAIN)
3	87.118.118.133	ns.km31301.keymachine.de.
1	98.201.134.197	
1	222.161.22.98	
1	70.244.154.86	
1	79.140.166.45	
#######################################################
26	/carocoops_website/images/EN/buoy4/graphic/air_pressure_sky.png
2	65.242.33.110	3(NXDOMAIN)
1	167.7.12.164	3(NXDOMAIN)
1	198.151.13.15	
1	76.120.164.68	c-76-120-164-68.hsd1.pa.comcast.net.
1	66.56.129.158	cpe-066-056-129-158.sc.res.rr.com.
1	65.5.222.54	adsl-065-005-222-054.sip.chs.bellsouth.net.
1	68.58.238.55	c-68-58-238-55.hsd1.sc.comcast.net.
1	76.26.211.54	c-76-26-211-54.hsd1.sc.comcast.net.
1	98.25.182.167	cpe-098-025-182-167.sc.res.rr.com.
1	67.209.8.100	
1	71.204.243.206	c-71-204-243-206.hsd1.sc.comcast.net.
1	76.23.107.190	c-76-23-107-190.hsd1.sc.comcast.net.
1	68.58.179.186	c-68-58-179-186.hsd1.sc.comcast.net.
1	68.200.63.179	179-63.200-68.tampabay.res.rr.com.
1	66.83.225.50	mail.banksconstruction.com.
1	170.135.241.46	3(NXDOMAIN)
1	76.26.204.238	c-76-26-204-238.hsd1.sc.comcast.net.
1	72.156.198.128	adsl-072-156-198-128.sip.chs.bellsouth.net.
1	148.114.26.52	sw1.ndbc.noaa.gov.
1	65.15.111.7	adsl-065-015-111-007.sip.chs.bellsouth.net.
1	199.26.15.9	3(NXDOMAIN)
1	70.62.68.233	rrcs-70-62-68-233.midsouth.biz.rr.com.
1	198.82.7.138	nc652078a.cns.vt.edu.
1	70.63.204.242	
1	12.186.80.1	fw-80-1.isd.state.in.us.
#######################################################
25	/carocoops_website/images/EN/buoy4/graphic/temperature_surf.png
2	65.242.33.110	3(NXDOMAIN)
1	167.7.12.164	3(NXDOMAIN)
1	198.151.13.15	
1	76.120.164.68	c-76-120-164-68.hsd1.pa.comcast.net.
1	66.56.129.158	cpe-066-056-129-158.sc.res.rr.com.
1	65.5.222.54	adsl-065-005-222-054.sip.chs.bellsouth.net.
1	68.58.238.55	c-68-58-238-55.hsd1.sc.comcast.net.
1	76.26.211.54	c-76-26-211-54.hsd1.sc.comcast.net.
1	98.25.182.167	cpe-098-025-182-167.sc.res.rr.com.
1	67.209.8.100	
1	71.204.243.206	c-71-204-243-206.hsd1.sc.comcast.net.
1	76.23.107.190	c-76-23-107-190.hsd1.sc.comcast.net.
1	68.58.179.186	c-68-58-179-186.hsd1.sc.comcast.net.
1	68.200.63.179	179-63.200-68.tampabay.res.rr.com.
1	66.83.225.50	mail.banksconstruction.com.
1	170.135.241.46	3(NXDOMAIN)
1	76.26.204.238	c-76-26-204-238.hsd1.sc.comcast.net.
1	72.156.198.128	adsl-072-156-198-128.sip.chs.bellsouth.net.
1	65.15.111.7	adsl-065-015-111-007.sip.chs.bellsouth.net.
1	199.26.15.9	3(NXDOMAIN)
1	70.62.68.233	rrcs-70-62-68-233.midsouth.biz.rr.com.
1	198.82.7.138	nc652078a.cns.vt.edu.
1	70.63.204.242	
1	12.186.80.1	fw-80-1.isd.state.in.us.
#######################################################
25	/carocoops_website/images/EN/buoy4/graphic/wind_sky_knots.png
2	65.242.33.110	3(NXDOMAIN)
1	167.7.12.164	3(NXDOMAIN)
1	198.151.13.15	
1	76.120.164.68	c-76-120-164-68.hsd1.pa.comcast.net.
1	66.56.129.158	cpe-066-056-129-158.sc.res.rr.com.
1	65.5.222.54	adsl-065-005-222-054.sip.chs.bellsouth.net.
1	68.58.238.55	c-68-58-238-55.hsd1.sc.comcast.net.
1	76.26.211.54	c-76-26-211-54.hsd1.sc.comcast.net.
1	98.25.182.167	cpe-098-025-182-167.sc.res.rr.com.
1	67.209.8.100	
1	71.204.243.206	c-71-204-243-206.hsd1.sc.comcast.net.
1	76.23.107.190	c-76-23-107-190.hsd1.sc.comcast.net.
1	68.58.179.186	c-68-58-179-186.hsd1.sc.comcast.net.
1	68.200.63.179	179-63.200-68.tampabay.res.rr.com.
1	66.83.225.50	mail.banksconstruction.com.
1	170.135.241.46	3(NXDOMAIN)
1	76.26.204.238	c-76-26-204-238.hsd1.sc.comcast.net.
1	72.156.198.128	adsl-072-156-198-128.sip.chs.bellsouth.net.
1	65.15.111.7	adsl-065-015-111-007.sip.chs.bellsouth.net.
1	199.26.15.9	3(NXDOMAIN)
1	70.62.68.233	rrcs-70-62-68-233.midsouth.biz.rr.com.
1	198.82.7.138	nc652078a.cns.vt.edu.
1	70.63.204.242	
1	12.186.80.1	fw-80-1.isd.state.in.us.
#######################################################
24	/carocoops_website/images/EN/buoy4/graphic/salinity_bot.png
2	65.242.33.110	3(NXDOMAIN)
1	66.57.180.36	aolclient-66-57-180-36.aol.sc.res.rr.com.
1	167.7.12.164	3(NXDOMAIN)
1	76.120.164.68	c-76-120-164-68.hsd1.pa.comcast.net.
1	66.56.129.158	cpe-066-056-129-158.sc.res.rr.com.
1	65.5.222.54	adsl-065-005-222-054.sip.chs.bellsouth.net.
1	68.58.238.55	c-68-58-238-55.hsd1.sc.comcast.net.
1	76.26.211.54	c-76-26-211-54.hsd1.sc.comcast.net.
1	98.25.182.167	cpe-098-025-182-167.sc.res.rr.com.
1	71.204.243.206	c-71-204-243-206.hsd1.sc.comcast.net.
1	76.23.107.190	c-76-23-107-190.hsd1.sc.comcast.net.
1	68.58.179.186	c-68-58-179-186.hsd1.sc.comcast.net.
1	68.200.63.179	179-63.200-68.tampabay.res.rr.com.
1	66.83.225.50	mail.banksconstruction.com.
1	170.135.241.46	3(NXDOMAIN)
1	76.26.204.238	c-76-26-204-238.hsd1.sc.comcast.net.
1	72.156.198.128	adsl-072-156-198-128.sip.chs.bellsouth.net.
1	148.114.26.52	sw1.ndbc.noaa.gov.
1	65.15.111.7	adsl-065-015-111-007.sip.chs.bellsouth.net.
1	199.26.15.9	3(NXDOMAIN)
1	70.62.68.233	rrcs-70-62-68-233.midsouth.biz.rr.com.
1	198.82.7.138	nc652078a.cns.vt.edu.
1	12.186.80.1	fw-80-1.isd.state.in.us.
#######################################################
23	/waves/springmaid/image_1.png
23	129.252.31.39	toskio.geol.sc.edu.
#######################################################
23	/waves/springmaid/image_currents.png
23	129.252.31.39	toskio.geol.sc.edu.
#######################################################
23	/obskml/feeds/latest_raw.sql
23	152.20.76.184	152-20-76-184.rev.uncw.edu.
#######################################################
23	/carocoops_website/images/EN/buoy4/graphic/temperature_bot.png
2	65.242.33.110	3(NXDOMAIN)
1	167.7.12.164	3(NXDOMAIN)
1	76.120.164.68	c-76-120-164-68.hsd1.pa.comcast.net.
1	66.56.129.158	cpe-066-056-129-158.sc.res.rr.com.
1	65.5.222.54	adsl-065-005-222-054.sip.chs.bellsouth.net.
1	68.58.238.55	c-68-58-238-55.hsd1.sc.comcast.net.
1	76.26.211.54	c-76-26-211-54.hsd1.sc.comcast.net.
1	98.25.182.167	cpe-098-025-182-167.sc.res.rr.com.
1	71.204.243.206	c-71-204-243-206.hsd1.sc.comcast.net.
1	76.23.107.190	c-76-23-107-190.hsd1.sc.comcast.net.
1	68.58.179.186	c-68-58-179-186.hsd1.sc.comcast.net.
1	68.200.63.179	179-63.200-68.tampabay.res.rr.com.
1	66.83.225.50	mail.banksconstruction.com.
1	170.135.241.46	3(NXDOMAIN)
1	76.26.204.238	c-76-26-204-238.hsd1.sc.comcast.net.
1	72.156.198.128	adsl-072-156-198-128.sip.chs.bellsouth.net.
1	148.114.26.52	sw1.ndbc.noaa.gov.
1	65.15.111.7	adsl-065-015-111-007.sip.chs.bellsouth.net.
1	199.26.15.9	3(NXDOMAIN)
1	70.62.68.233	rrcs-70-62-68-233.midsouth.biz.rr.com.
1	198.82.7.138	nc652078a.cns.vt.edu.
1	12.186.80.1	fw-80-1.isd.state.in.us.
#######################################################
23	/carocoops_website/images/EN/buoy4/graphic/current_bot_knots.png
2	65.242.33.110	3(NXDOMAIN)
1	66.57.180.36	aolclient-66-57-180-36.aol.sc.res.rr.com.
1	167.7.12.164	3(NXDOMAIN)
1	76.120.164.68	c-76-120-164-68.hsd1.pa.comcast.net.
1	65.5.222.54	adsl-065-005-222-054.sip.chs.bellsouth.net.
1	68.58.238.55	c-68-58-238-55.hsd1.sc.comcast.net.
1	76.26.211.54	c-76-26-211-54.hsd1.sc.comcast.net.
1	98.25.182.167	cpe-098-025-182-167.sc.res.rr.com.
1	71.204.243.206	c-71-204-243-206.hsd1.sc.comcast.net.
1	76.23.107.190	c-76-23-107-190.hsd1.sc.comcast.net.
1	68.58.179.186	c-68-58-179-186.hsd1.sc.comcast.net.
1	68.200.63.179	179-63.200-68.tampabay.res.rr.com.
1	66.83.225.50	mail.banksconstruction.com.
1	170.135.241.46	3(NXDOMAIN)
1	76.26.204.238	c-76-26-204-238.hsd1.sc.comcast.net.
1	72.156.198.128	adsl-072-156-198-128.sip.chs.bellsouth.net.
1	148.114.26.52	sw1.ndbc.noaa.gov.
1	65.15.111.7	adsl-065-015-111-007.sip.chs.bellsouth.net.
1	199.26.15.9	3(NXDOMAIN)
1	70.62.68.233	rrcs-70-62-68-233.midsouth.biz.rr.com.
1	198.82.7.138	nc652078a.cns.vt.edu.
1	12.186.80.1	fw-80-1.isd.state.in.us.
#######################################################
23	/obskml/feeds/seacoos_all_latest.zip
23	152.54.1.112	katmai.renci.org.
#######################################################
12	/carocoops_website/buoy_detail.php?buoy=buoy6
3	209.188.44.151	
3	152.20.76.172	
2	68.238.124.202	
1	70.109.28.72	
1	66.255.53.123	
1	148.114.26.52	sw1.ndbc.noaa.gov.
1	67.70.148.59	
#######################################################
12	/bb/login.php?redirect=posting.php&mode=newtopic&f=23
12	78.157.140.227	3(NXDOMAIN)
#######################################################
9	/carocoops_website/buoy_detail.php
4	207.172.104.135	
2	61.4.182.2	
2	218.186.14.91	
1	210.48.222.6	
#######################################################
7	/obskml/scripts/tracker.php?url=/~dramage_prod/seacoos/georss/carocoops_FRP2_buoy_GeoRSS_latest
7	72.14.199.48	3(NXDOMAIN)
#######################################################
6	/carocoops_website/buoy_detail.php?buoy=buoy2
4	64.253.27.74	
1	76.0.131.179	
1	76.111.23.86	
#######################################################
6	/carocoops_website/buoy_detail.php?buoy=WLS3
5	72.242.54.26	
1	66.255.53.123	
#######################################################
6	/~dramage_prod/seacoos/georss/ndbc_41101_met_GeoRSS_latest.xml
6	72.14.199.48	3(NXDOMAIN)
#######################################################
5	/bb/
1	194.8.75.206	3(NXDOMAIN)
1	84.19.176.191	
1	212.95.54.175	
1	216.94.9.21	h216.94.9.21.rev.fatbanana.ca.
1	71.201.72.201	
#######################################################
5	/carocoops_website/buoy_detail.php?buoy=buoy7
1	64.12.116.69	
1	68.238.124.202	
1	209.188.44.151	
1	209.188.33.153	
1	148.134.37.3	
#######################################################
5	/bb/viewtopic.php?p=564
1	194.8.75.157	
1	200.23.91.241	
1	202.78.227.32	
1	89.238.206.82	
1	62.90.102.148	62-90-102-148.barak.net.il.
#######################################################
5	/wms/all_seacoos?temperature_units=f&LAYERS=sst%5Flegend%5Ffull%5Frange&REQUEST=GetMap&SERVICE=WMS&FORMAT=image%2Fpng&STYLES=&VERSION=1.1.0&SRS=EPSG:4269&TRANSPARENT=TRUE&EXCEPTIONS=application/vnd.ogc.se_inimage
5	152.2.92.40	maury.marine.unc.edu.
#######################################################
5	/gearth/latest_placemarks.kmz
2	75.147.177.209	
1	64.168.247.78	
1	217.64.50.246	
1	80.165.133.88	
#######################################################
5	/gearth/latest_overlays.kml
2	64.168.247.78	
2	80.165.133.88	
1	71.81.34.129	
